Tweet,Suicide,preprocess
every day just brings me closer to death i am 21 years old working student i want to kill myself life is unbearable i have no skills not talents and i am absolutely boring person so i spend most of my free time alone i really want to find a girlfriend but i see no way how could i find one when i am useless like this i used to go away from sadness by listening to music but these days i am bored of music and just want to go to sleep and never wake up ,Potential Suicide post ,day brings closer death year working student kill life unbearable skill not talent absolutely boring person spend free time find girlfriend find useless sadness listening music day bored music sleep wake
"@drrnlvngstn can i have yours? clouds have come in, i fear i may be too late to enjoy the weather",Not Suicide post,cloud fear late enjoy weather
@chipcoffey That is great to hear!! Thanks Chip!,Not Suicide post,great hear chip
RT @MileyCyrus: Completely devestated by the fires affecting my community. I am one of the lucky ones. My animals and LOVE OF MY LIFE madeâ¦,Not Suicide post,retweet completely devestated fire affecting community lucky animal love life made
ah.... 90's pop was so good,Not Suicide post,ah pop good
@rccgd I'm leaving the laptop at home. I'll put up with tweetie. I can get DMs on gmail. New friends can always send me their email addy,Not Suicide post,leaving laptop home put tweetie dm gmail friend send email addy
/thank god for @bre. Slept in and he took Ava to daycare.,Not Suicide post,god slept ava daycare
i dont know why i keep trying my home life has always been incredibly toxic and my parents have always been a major contributor to my depression and anxiety i just feel like a worthless individual i dont have a job and i am not doing anything and i have no motivation to even leave the house let alone my bed all my life shit like this has continued to happen to me and sometimes i look at all the pills i have to take and consider just shoving a handful in my mouth and ending it all but most of the time i just lie in my bed and wish i could die without actually having to kill myself because i am a coward i am so tired of hearing that things are gonna get better,Potential Suicide post ,not home life incredibly toxic parent major contributor depression anxiety feel worthless individual not job not motivation leave house bed life shit continued happen pill shoving handful mouth ending time lie bed die kill coward tired hearing thing
Amazing night and great day...I LOVE my Heels!!!,Not Suicide post,amazing night great day love heel
"Tired of living life with the fear of not being liked. So for now on, FUCK IT Iâm really livinâ now people!!!!!",Potential Suicide post ,tired living life fear not fuck livin people
jami: probably drunk driver coming onto on-coming traffic,Potential Suicide post ,jami drunk driver coming coming traffic
RT @gracee_chang: Me knowing damn well that I will hate myself for taking a 7:30 but doing it anyways https://t.co/FRhjVbgkUw,Potential Suicide post ,retweet knowing damn hate taking
"I'm out of all my fucking meds bc my family thought it was the best to do since I got sick, tired and slâ¦ https://t.co/6dpLNbb0sh",Potential Suicide post ,fucking med family thought sick tired sl
RT @princessjmee: Never been to war but I get terrible nightmares that wake me up fighting for my life. #thisisus #ptsd,Potential Suicide post ,retweet war terrible nightmare wake fighting life
@babydestiny24 What's Twitter? OH!! This is Twitter. Yea... My poor little birdie! No! Here comes the FAIL WHALE!!,Not Suicide post,twitter twitter yea poor birdie here fail whale
"Im gonna fucking die, im tired of investing everything into a person and then have them throw it out. I am not madeâ¦ https://t.co/5hb6Kz74qb",Potential Suicide post ,fucking die tired investing person throw not made
YO sometimes Iâm just tired of living.,Potential Suicide post ,yo tired living
RT @JimmieAthletics: Congratulations to @JimmieFootball OL Anthony Vereen for being named GPAC Football First Team Offense 2018! #GoJimmiesâ¦,Not Suicide post,retweet congratulation anthony vereen named gpac football team offense
Aspiring to be as happy as @BlacYoungstaFB in every aspect of life,Not Suicide post,aspiring happy aspect life
RT @ZachStafford: I used to check the Forbes 30 Under 30 list every year to see if I could find a husband on it.,Potential Suicide post ,retweet check forbes list year find husband
@sh_tbritttsays *que screamo voice* SO CUT MY WRIST AND BLACK MY EYES,Potential Suicide post ,screamo voice cut wrist black eye
@gukdaydream so i need to work on this project and people count on me but i do fucking nothing because i think it'sâ¦ https://t.co/3xuJT5Fp0X,Potential Suicide post ,work project people count fucking
You hear this @DaveOshry? Together we could start some sort of terrible business that pays nothing and sucks our wiâ¦ https://t.co/0cD2tTVEag,Potential Suicide post ,hear start sort terrible business pay suck wi
"RT @0mysky: If you find someone that makes you happy, enjoy it... life is not fair nor give many opportunities... https://t.co/dCBwDeQVH8",Not Suicide post,retweet find make happy enjoy life not fair give opportunity
"@phatelara debbs, PW is up on MSE! Congrats!",Not Suicide post,debbs pw mse congrats
"@thekingscosmos,,My sister ruined the night before it even started I dont even want to be here anymore",Potential Suicide post ,sister ruined night started not here anymore
"RT @Raptors_22: I quit, I keep grinding but still fucking suck. I no life something and I still fucking suck. Iâm never gonna get into  @Faâ¦",Potential Suicide post ,retweet quit grinding fucking suck life fucking suck
i cant take this anymore might as well end this sorry as life,Potential Suicide post ,anymore end life
I wanna kill myself like not literally but mentally and emotionally,Potential Suicide post ,kill not literally mentally emotionally
"@dogcafes,co '19 ð¬ð¹,i dont want to be here anymore i done ruined a good thing https://t.co/Bql3YIlI1L",Potential Suicide post ,not here anymore ruined good thing
"trying out Spaz for Twitter posts. love my DestroyTwitter, but it's easier to read Spaz!",Not Suicide post,spaz twitter post love destroytwitter easier read spaz
We wouldn't want them to think we were doing anything immoral.,Not Suicide post,not immoral
A tweet tweet here and a tweet tweet there! Goodniiiight!!,Not Suicide post,tweet tweet here tweet tweet goodnight
"@homerunderbyemo,,Just checked out that Homerun Derby EP, it SLAPS  https://t.co/lrHB1FDz6t",Potential Suicide post ,checked homerun derby ep slap
Everything,Not Suicide post,
@LaurenFisher obey the last fm algorithm. maybe it would turn out you really do like scooter if you gave him a chance,Not Suicide post,obey fm algorithm turn scooter gave chance
@bootylove89 Haha I wish I was. Iâm tired of living here. I wanna go down south,Potential Suicide post ,haha tired living here south
@Abipips So true- nothing induces madness like trying to figure out why ppl do what they do Hope today with yr little one is wonderful x,Not Suicide post,true induces madness figure people hope today wonderful
but HA! Internet Explorer is being nice to me Mozilla Firefox is mean.,Not Suicide post,ha internet explorer nice mozilla firefox
Tired of kickin you bitches out the house ð bout ready to go to sleep and wake up to the same ting forever.,Potential Suicide post ,tired kickin bitch house ready sleep wake ting forever
RT @ghoulrunnings: ive said it before and ill say it again...waluigi sucks...he sounds and looks funny and thats it...theres nothing else tâ¦,Potential Suicide post ,retweet waluigi suck sound funny
"RT @MohammadiRashid: A year after the devastating earthquake in this city, this young mother says she &amp; her family still don't have shelterâ¦",Potential Suicide post ,retweet year devastating earthquake city young mother family not shelter
@SexySubKaylee heh heh dirty is always good gurl! I like how you think,Not Suicide post,heh heh dirty good gurl
gettin off the internet... gonna finish my hair,Not Suicide post,gettin internet finish hair
after failing once this is how i feel i wish that suicide was funded by the government i wish guns for suicide would be like condoms given to teens so if they are going to do it they do it right i wish euthansia was legal i wish that i wouldnt have to fear buying poison or a gun off the black market because if i get caught my life would get worse ,Potential Suicide post ,failing feel suicide funded government gun suicide condom teen euthansia legal not fear buying poison gun black market caught life worse
Morning! I have slacked for two days in twittering! But here I am again. Just finished a good run Ready to start a new day.,Not Suicide post,morning slacked day twittering here finished good run ready start day
